0.000000000000000e+00	0.000000e+00
1.165536000237732e-09	7.863954e-05
1.365536000237732e-09	1.725749e-04
1.465536000237732e-09	2.525090e-04
1.515536000237732e-09	3.231654e-04
1.565536000237732e-09	4.393142e-04
1.615536000237732e-09	6.215775e-04
1.665536000237732e-09	8.848915e-04
1.715536000237732e-09	1.236943e-03
1.765536000237732e-09	1.680182e-03
1.815536000237732e-09	2.213054e-03
1.865536000237732e-09	2.827564e-03
1.915536000237732e-09	3.508387e-03
2.005000000000000e-09	4.837881e-03
2.175000000000000e-09	7.562057e-03
2.275000000000000e-09	9.257532e-03
2.625000000000000e-09	1.576735e-02
2.775000000000000e-09	1.834133e-02
2.925000000000001e-09	2.063331e-02
3.075000000000001e-09	2.260632e-02
3.225000000000001e-09	2.423143e-02
3.375000000000001e-09	2.547563e-02
3.525000000000001e-09	2.630970e-02
3.675000000000001e-09	2.671880e-02
3.825000000000000e-09	2.670447e-02
3.974999999999999e-09	2.628080e-02
4.124999999999998e-09	2.547590e-02
4.324999999999997e-09	2.389554e-02
4.574999999999995e-09	2.134785e-02
4.974999999999992e-09	1.691490e-02
5.174999999999990e-09	1.498089e-02
5.324999999999989e-09	1.380002e-02
5.474999999999988e-09	1.291872e-02
5.624999999999987e-09	1.238589e-02
5.724999999999986e-09	1.223954e-02
5.824999999999985e-09	1.226566e-02
5.924999999999984e-09	1.246620e-02
6.024999999999984e-09	1.284091e-02
6.174999999999983e-09	1.371925e-02
6.324999999999981e-09	1.494145e-02
6.474999999999980e-09	1.644198e-02
6.774999999999978e-09	1.993421e-02
7.074999999999976e-09	2.344915e-02
7.274999999999974e-09	2.545495e-02
7.474999999999973e-09	2.699839e-02
7.624999999999974e-09	2.776675e-02
7.774999999999975e-09	2.815291e-02
7.924999999999977e-09	2.813773e-02
8.074999999999978e-09	2.771363e-02
8.224999999999979e-09	2.688297e-02
8.424999999999981e-09	2.519924e-02
8.624999999999983e-09	2.301097e-02
9.124999999999987e-09	1.681635e-02
9.324999999999989e-09	1.465132e-02
9.474999999999991e-09	1.331269e-02
9.624999999999992e-09	1.228706e-02
9.724999999999993e-09	1.180668e-02
9.824999999999994e-09	1.150303e-02
9.924999999999995e-09	1.138141e-02
1.002500000000000e-08	1.144432e-02
1.012500000000000e-08	1.169408e-02
1.022500000000000e-08	1.213255e-02
1.032500000000000e-08	1.275781e-02
1.047500000000000e-08	1.402132e-02
1.062500000000000e-08	1.561016e-02
1.087500000000000e-08	1.871973e-02
1.122500000000001e-08	2.323042e-02
1.142500000000001e-08	2.546313e-02
