1,57.500000
2,57.500000
3,1.250000
4,61.250000
5,16.250000
6,43.750000
7,26.250000
8,28.750000
9,35.000000
10,5.000000
11,62.500000
12,2.500000
13,61.250000
14,6.250000
15,56.250000
16,15.000000
17,37.500000
18,22.500000
19,37.500000
20,25.000000
21,47.500000
22,20.000000
23,48.750000
24,10.000000
25,58.750000
26,6.250000
27,57.500000
28,5.000000
29,62.500000
30,6.250000
31,51.250000
32,16.250000
33,28.750000
34,51.250000
35,10.000000
36,58.750000
37,3.750000
38,61.250000
39,1.250000
40,38.750000
41,22.500000
42,23.750000
43,53.750000
44,1.250000
45,47.500000
46,31.250000
47,6.250000
48,62.500000
49,0.000000
50,62.500000
51,1.250000
52,61.250000
53,5.000000
54,46.250000
55,8.750000
56,40.000000
57,30.000000
58,26.250000
59,51.250000
60,5.000000
61,61.250000
62,8.750000
63,42.500000
64,26.250000
65,20.000000
66,58.750000
67,7.500000
68,55.000000
69,16.250000
70,30.000000
71,45.000000
72,21.250000
73,45.000000
74,6.250000
75,65.000000
76,0.000000
77,48.750000
78,10.000000
79,35.000000
80,22.500000
81,48.750000
82,7.500000
83,60.000000
84,7.500000
85,66.250000
86,6.250000
87,58.750000
88,8.750000
89,40.000000
90,20.000000
91,51.250000
92,20.000000
93,25.000000
94,30.000000
95,16.250000
96,61.250000
97,5.000000
98,43.750000
99,15.000000
100,47.500000
101,25.000000
102,23.750000
103,50.000000
104,2.500000
105,63.750000
106,8.750000
107,36.250000
108,26.250000
109,15.000000
110,62.500000
111,16.250000
112,11.250000
113,61.250000
114,5.000000
115,53.750000
116,33.750000
117,7.500000
118,61.250000
119,15.000000
120,45.000000
121,17.500000
122,27.500000
123,36.250000
124,22.500000
125,32.500000
126,13.750000
127,62.500000
128,15.000000
129,13.750000
130,61.250000
131,15.000000
132,37.500000
133,26.250000
134,5.000000
135,55.000000
136,3.750000
137,55.000000
138,7.500000
139,45.000000
140,21.250000
141,51.250000
142,23.750000
143,16.250000
144,21.250000
145,37.500000
146,21.250000
147,43.750000
148,15.000000
149,42.500000
150,8.750000
151,60.000000
152,6.250000
153,63.750000
154,7.500000
155,61.250000
156,5.000000
157,55.000000
158,7.500000
159,45.000000
160,6.250000
161,50.000000
162,12.500000
163,40.000000
164,27.500000
165,21.250000
166,26.250000
167,20.000000
168,50.000000
169,13.750000
170,27.500000
171,30.000000
172,38.750000
173,20.000000
174,40.000000
175,17.500000
176,22.500000
177,31.250000
178,41.250000
179,20.000000
180,40.000000
181,13.750000
182,45.000000
183,13.750000
184,45.000000
185,10.000000
186,55.000000
187,12.500000
188,50.000000
189,11.250000
190,61.250000
191,15.000000
192,51.250000
193,20.000000
194,38.750000
195,16.250000
196,43.750000
197,22.500000
198,35.000000
199,31.250000
200,28.750000
201,25.000000
202,27.500000
203,33.750000
204,12.500000
205,48.750000
206,6.250000
207,56.250000
208,2.500000
209,58.750000
210,6.250000
211,62.500000
212,12.500000
213,53.750000
214,7.500000
215,41.250000
216,30.000000
217,8.750000
218,47.500000
219,3.750000
220,61.250000
221,12.500000
222,17.500000
223,37.500000
224,3.750000
225,62.500000
226,6.250000
227,35.000000
228,33.750000
229,3.750000
230,58.750000
231,2.500000
232,52.500000
233,13.750000
234,37.500000
235,32.500000
236,7.500000
237,57.500000
238,1.250000
239,67.500000
240,10.000000
241,52.500000
242,20.000000
243,10.000000
244,56.250000
245,5.000000
246,62.500000
247,10.000000
248,51.250000
249,18.750000
250,28.750000
251,36.250000
252,8.750000
253,61.250000
254,5.000000
255,38.750000
256,35.000000
257,15.000000
258,55.000000
259,3.750000
260,62.500000
261,10.000000
262,30.000000
263,61.250000
264,12.500000
265,13.750000
266,61.250000
267,23.750000
268,8.750000
269,57.500000
270,21.250000
271,-1.250000
272,60.000000
273,32.500000
274,2.500000
275,41.250000
276,52.500000
277,7.500000
278,11.250000
279,58.750000
280,47.500000
281,7.500000
282,7.500000
283,51.250000
284,47.500000
285,8.750000
286,0.000000
287,40.000000
288,58.750000
289,22.500000
290,-2.500000
291,30.000000
292,57.500000
293,33.750000
294,3.750000
295,32.500000
296,60.000000
297,16.250000
298,3.750000
299,8.750000
300,33.750000
301,61.250000
302,31.250000
303,-1.250000
304,3.750000
305,36.250000
306,56.250000
307,12.500000
308,5.000000
309,25.000000
310,61.250000
311,32.500000
312,6.250000
313,5.000000
314,57.500000
315,47.500000
316,3.750000
317,2.500000
318,41.250000
319,60.000000
320,21.250000
321,6.250000
322,0.000000
323,21.250000
324,70.000000
